0,a_musical_instrument
1,has_keys
2,requires_air
3,associated_with_polkas
4,has_buttons
5,used_by_moving_bellows
6,inbeh_-_produces_music
7,is_loud
8,worn_on_chest
9,beh_-_flies
10,has_wings
11,used_for_passengers
12,is_fast
13,requires_pilots
14,used_for_transportation
15,found_in_airports
16,is_large
17,made_of_metal
18,inbeh_-_crashes
19,used_for_travel
20,has_a_propeller
21,has_engines
22,has_teeth
23,is_green
24,an_animal
25,is_long
26,a_reptile
27,lives_in_swamps
28,has_scales
29,lives_in_water
30,has_a_tail
31,is_scary
32,beh_-_swims
33,has_a_mouth
34,lives_in_Florida
35,beh_-_eats_people
36,has_jaws
37,is_dangerous
38,has_a_siren
39,has_flashing_lights
40,is_white
41,used_by_hospitals
42,used_for_emergencies
43,a_vehicle
44,requires_caregivers
45,has_4_wheels
46,is_red
47,used_by_sick_people
48,used_for_injuries
49,a_van
50,is_orange
51,used_by_paramedics
52,used_for_rescuing
53,is_heavy
54,found_on_boats
55,used_for_holding_boats_still
56,inbeh_-_sinks
57,used_for_staying_stationary
58,found_in_water
59,made_of_iron
60,is_attached_to_chains
61,used_on_boats
62,an_inanimate
63,is_attached_to_ropes
64,used_by_sailors
65,an_insect
66,is_small
67,is_black
68,lives_in_ground
69,is_strong
70,lives_in_a_hill
71,lives_in_a_colony
72,has_6_legs
73,beh_-_bites
74,beh_-_crawls
75,has_antennae
76,used_for_living_in
77,has_bedrooms
78,found_in_buildings
79,requires_rent
80,has_a_kitchen
81,has_a_bathroom
82,has_a_bedroom
83,has_tenants
84,associated_with_2_bedrooms
85,is_furnished
86,requires_a_landlord
87,a_house
88,has_a_balcony
89,made_of_brick
90,found_in_high-rises
91,has_elevators
92,has_windows
93,a_fruit
94,grows_on_trees
95,eaten_in_pies
96,is_crunchy
97,has_seeds
98,is_juicy
99,tastes_sweet
100,is_round
101,is_delicious
102,is_nutritious
103,is_yellow
104,has_a_core
105,has_skin
106,tastes_sour
107,used_for_cider
108,eg_-_granny_smith
109,is_worm_infested
110,used_for_cooking
111,worn_for_protection
112,made_of_cloth
113,has_strings
114,worn_for_covering_clothes
115,worn_in_kitchens
116,worn_around_neck
117,made_of_cotton
118,worn_around_waist
119,used_for_cleaning
120,worn_by_cooks
121,worn_by_women
122,worn_by_knights
123,is_medieval
124,is_shiny
125,is_silver
126,used_for_covering_body
127,used_long_ago
128,worn_for_fighting
129,used_for_ashes
130,made_of_glass
131,used_for_cigarettes
132,has_holders
133,is_dirty
134,is_smelly
135,used_by_smokers
136,found_in_houses
137,made_of_plastic
138,used_for_butts
139,a_vegetable
140,is_edible
141,grows_in_gardens
142,is_healthy
143,eaten_by_cooking
144,eaten_in_soups
145,tastes_bad
146,used_for_making_guacamole
147,has_a_large_pit
148,is_high_in_fat
149,tastes_good
150,is_soft
151,used_for_chopping
152,used_for_chopping_wood
153,has_a_handle
154,is_sharp
155,a_tool
156,has_a_wooden_handle
157,used_by_lumberjacks
158,has_a_blade
159,has_a_head
160,used_for_cutting
161,used_for_killing
162,has_a_metal_blade
163,a_weapon
164,used_in_movies/Jason
165,made_of_paper
166,used_for_carrying_things
167,has_handles
168,different_sizes
169,is_breakable
170,different_colours
171,used_for_holding_things
172,found_in_grocery_stores
173,is_useful
174,made_of_material
175,used_for_carrying_groceries
176,associated_with_Scotland
177,used_for_music
178,has_pipes
179,has_a_bag
180,is_plaid
181,used_in_marching_bands
182,used_by_bouncing
183,used_for_sports
184,used_by_throwing
185,used_for_playing
186,is_fun
187,is_hard
188,used_for_games
189,requires_helium
190,inbeh_-_floats
191,used_at_parties
192,inbeh_-_bursts
193,inbeh_-_expands
194,requires_hot_air
195,inbeh_-_produces_a_loud_noise_when_popped
196,associated_with_hot_air_balloons
197,is_light_weight
198,made_of_rubber
199,is_colourful
200,used_by_children
201,used_by_clowns
202,eaten_by_peeling
203,eaten_by_monkeys
204,grows_in_tropical_climates
205,has_peel
206,has_a_skin
207,made_of_wood
208,used_in_bands
209,like_a_guitar
